C:\Users\ASUS\Desktop\Data\IMG\center_2021_09_30_14_49_56_539.jpg, C:\Users\ASUS\Desktop\Data\IMG\left_2021_09_30_14_49_56_539.jpg, C:\Users\ASUS\Desktop\Data\IMG\right_2021_09_30_14_49_56_539.jpg, 0, 0, 0, 7.890168E-05
C:\Users\ASUS\Desktop\Data\IMG\center_2021_09_30_14_49_56_643.jpg, C:\Users\ASUS\Desktop\Data\IMG\left_2021_09_30_14_49_56_643.jpg, C:\Users\ASUS\Desktop\Data\IMG\right_2021_09_30_14_49_56_643.jpg, 0, 0, 0, 7.938911E-05
C:\Users\ASUS\Desktop\Data\IMG\center_2021_09_30_14_49_56_747.jpg, C:\Users\ASUS\Desktop\Data\IMG\left_2021_09_30_14_49_56_747.jpg, C:\Users\ASUS\Desktop\Data\IMG\right_2021_09_30_14_49_56_747.jpg, 0, 0, 0, 7.930924E-05
C:\Users\ASUS\Desktop\Data\IMG\center_2021_09_30_14_49_56_849.jpg, C:\Users\ASUS\Desktop\Data\IMG\left_2021_09_30_14_49_56_849.jpg, C:\Users\ASUS\Desktop\Data\IMG\right_2021_09_30_14_49_56_849.jpg, 0, 0, 0, 7.796613E-05
C:\Users\ASUS\Desktop\Data\IMG\center_2021_09_30_14_49_56_952.jpg, C:\Users\ASUS\Desktop\Data\IMG\left_2021_09_30_14_49_56_952.jpg, C:\Users\ASUS\Desktop\Data\IMG\right_2021_09_30_14_49_56_952.jpg, 0, 0, 0, 8.238339E-05
C:\Users\ASUS\Desktop\Data\IMG\center_2021_09_30_14_49_57_054.jpg, C:\Users\ASUS\Desktop\Data\IMG\left_2021_09_30_14_49_57_054.jpg, C:\Users\ASUS\Desktop\Data\IMG\right_2021_09_30_14_49_57_054.jpg, 0, 0, 0, 7.909116E-05
C:\Users\ASUS\Desktop\Data\IMG\center_2021_09_30_14_49_57_157.jpg, C:\Users\ASUS\Desktop\Data\IMG\left_2021_09_30_14_49_57_157.jpg, C:\Users\ASUS\Desktop\Data\IMG\right_2021_09_30_14_49_57_157.jpg, 0, 0, 0, 7.944929E-05
C:\Users\ASUS\Desktop\Data\IMG\center_2021_09_30_14_49_57_261.jpg, C:\Users\ASUS\Desktop\Data\IMG\left_2021_09_30_14_49_57_261.jpg, C:\Users\ASUS\Desktop\Data\IMG\right_2021_09_30_14_49_57_261.jpg, 0, 0, 0, 8.405972E-05
C:\Users\ASUS\Desktop\Data\IMG\center_2021_09_30_14_49_57_361.jpg, C:\Users\ASUS\Desktop\Data\IMG\left_2021_09_30_14_49_57_361.jpg, C:\Users\ASUS\Desktop\Data\IMG\right_2021_09_30_14_49_57_361.jpg, 0, 0.2681922, 0, 0.1965636
C:\Users\ASUS\Desktop\Data\IMG\center_2021_09_30_14_49_57_463.jpg, C:\Users\ASUS\Desktop\Data\IMG\left_2021_09_30_14_49_57_463.jpg, C:\Users\ASUS\Desktop\Data\IMG\right_2021_09_30_14_49_57_463.jpg, 0, 0.5708607, 0, 0.7237608
C:\Users\ASUS\Desktop\Data\IMG\center_2021_09_30_14_49_57_566.jpg, C:\Users\ASUS\Desktop\Data\IMG\left_2021_09_30_14_49_57_566.jpg, C:\Users\ASUS\Desktop\Data\IMG\right_2021_09_30_14_49_57_566.jpg, 0, 0.8604922, 0, 1.599627
C:\Users\ASUS\Desktop\Data\IMG\center_2021_09_30_14_49_57_667.jpg, C:\Users\ASUS\Desktop\Data\IMG\left_2021_09_30_14_49_57_667.jpg, C:\Users\ASUS\Desktop\Data\IMG\right_2021_09_30_14_49_57_667.jpg, 0, 1, 0, 2.805359
C:\Users\ASUS\Desktop\Data\IMG\center_2021_09_30_14_49_57_769.jpg, C:\Users\ASUS\Desktop\Data\IMG\left_2021_09_30_14_49_57_769.jpg, C:\Users\ASUS\Desktop\Data\IMG\right_2021_09_30_14_49_57_769.jpg, 0, 1, 0, 4.21188
C:\Users\ASUS\Desktop\Data\IMG\center_2021_09_30_14_49_57_869.jpg, C:\Users\ASUS\Desktop\Data\IMG\left_2021_09_30_14_49_57_869.jpg, C:\Users\ASUS\Desktop\Data\IMG\right_2021_09_30_14_49_57_869.jpg, 0, 1, 0, 5.375505
C:\Users\ASUS\Desktop\Data\IMG\center_2021_09_30_14_49_57_970.jpg, C:\Users\ASUS\Desktop\Data\IMG\left_2021_09_30_14_49_57_970.jpg, C:\Users\ASUS\Desktop\Data\IMG\right_2021_09_30_14_49_57_970.jpg, 0, 1, 0, 6.527934
C:\Users\ASUS\Desktop\Data\IMG\center_2021_09_30_14_49_58_072.jpg, C:\Users\ASUS\Desktop\Data\IMG\left_2021_09_30_14_49_58_072.jpg, C:\Users\ASUS\Desktop\Data\IMG\right_2021_09_30_14_49_58_072.jpg, 0, 1, 0, 7.669175
C:\Users\ASUS\Desktop\Data\IMG\center_2021_09_30_14_49_58_177.jpg, C:\Users\ASUS\Desktop\Data\IMG\left_2021_09_30_14_49_58_177.jpg, C:\Users\ASUS\Desktop\Data\IMG\right_2021_09_30_14_49_58_177.jpg, 0, 0.7056887, 0, 8.606194
C:\Users\ASUS\Desktop\Data\IMG\center_2021_09_30_14_49_58_277.jpg, C:\Users\ASUS\Desktop\Data\IMG\left_2021_09_30_14_49_58_277.jpg, C:\Users\ASUS\Desktop\Data\IMG\right_2021_09_30_14_49_58_277.jpg, -0.1844619, 0.4019922, 0, 9.150174
C:\Users\ASUS\Desktop\Data\IMG\center_2021_09_30_14_49_58_377.jpg, C:\Users\ASUS\Desktop\Data\IMG\left_2021_09_30_14_49_58_377.jpg, C:\Users\ASUS\Desktop\Data\IMG\right_2021_09_30_14_49_58_377.jpg, -0.4852032, 0.1012509, 0, 9.275214
C:\Users\ASUS\Desktop\Data\IMG\center_2021_09_30_14_49_58_479.jpg, C:\Users\ASUS\Desktop\Data\IMG\left_2021_09_30_14_49_58_479.jpg, C:\Users\ASUS\Desktop\Data\IMG\right_2021_09_30_14_49_58_479.jpg, -0.5491561, 0, 0, 9.114882
C:\Users\ASUS\Desktop\Data\IMG\center_2021_09_30_14_49_58_581.jpg, C:\Users\ASUS\Desktop\Data\IMG\left_2021_09_30_14_49_58_581.jpg, C:\Users\ASUS\Desktop\Data\IMG\right_2021_09_30_14_49_58_581.jpg, -0.2595139, 0, 0, 9.038974
C:\Users\ASUS\Desktop\Data\IMG\center_2021_09_30_14_49_58_688.jpg, C:\Users\ASUS\Desktop\Data\IMG\left_2021_09_30_14_49_58_688.jpg, C:\Users\ASUS\Desktop\Data\IMG\right_2021_09_30_14_49_58_688.jpg, 0, 0.2586105, 0, 9.107948
C:\Users\ASUS\Desktop\Data\IMG\center_2021_09_30_14_49_58_789.jpg, C:\Users\ASUS\Desktop\Data\IMG\left_2021_09_30_14_49_58_789.jpg, C:\Users\ASUS\Desktop\Data\IMG\right_2021_09_30_14_49_58_789.jpg, 0, 0.6230763, 0, 9.680143
C:\Users\ASUS\Desktop\Data\IMG\center_2021_09_30_14_49_58_892.jpg, C:\Users\ASUS\Desktop\Data\IMG\left_2021_09_30_14_49_58_892.jpg, C:\Users\ASUS\Desktop\Data\IMG\right_2021_09_30_14_49_58_892.jpg, 0, 0.9305178, 0, 10.53405
C:\Users\ASUS\Desktop\Data\IMG\center_2021_09_30_14_49_58_995.jpg, C:\Users\ASUS\Desktop\Data\IMG\left_2021_09_30_14_49_58_995.jpg, C:\Users\ASUS\Desktop\Data\IMG\right_2021_09_30_14_49_58_995.jpg, 0, 1, 0, 11.72857
C:\Users\ASUS\Desktop\Data\IMG\center_2021_09_30_14_49_59_098.jpg, C:\Users\ASUS\Desktop\Data\IMG\left_2021_09_30_14_49_59_098.jpg, C:\Users\ASUS\Desktop\Data\IMG\right_2021_09_30_14_49_59_098.jpg, 0, 1, 0, 12.69497
C:\Users\ASUS\Desktop\Data\IMG\center_2021_09_30_14_49_59_199.jpg, C:\Users\ASUS\Desktop\Data\IMG\left_2021_09_30_14_49_59_199.jpg, C:\Users\ASUS\Desktop\Data\IMG\right_2021_09_30_14_49_59_199.jpg, 0, 0.9044521, 0, 13.79882
